id,name,cuisine,address,coordinates,numOfReviews,rating,zipcode,insertedAtTimeStamp
lynQoI3w_pzYfHGeuUU-Qg,b'Shu Jiao Fu Zhou',chinese,295 Grand St,"{'latitude': 40.7174109, 'longitude': -73.99210041198651}",1383,4.5,10002,2024-02-15T17:14:40.493501
XsXLVWr1UZWVhKThNvNiaA,b'Blue Willow \xe5\xa4\x9c\xe6\x9d\xa5\xe6\xb9\x98',chinese,40 W 56th St,"{'latitude': 40.76292, 'longitude': -73.976546}",1080,4.4,10019,2024-02-15T17:14:40.493501
X8ZS-dgiMIJvhwf9SaDnjw,b'Wah Fung No 1',chinese,79 Chrystie St,"{'latitude': 40.71735, 'longitude': -73.99457}",2082,4.5,10002,2024-02-15T17:14:40.493501
0dDCDQz7DrKkSvu9h2hcQw,b'Chow House',chinese,181 Bleecker St,"{'latitude': 40.72915, 'longitude': -74.00072}",655,4.4,10012,2024-02-15T17:14:40.493501
4FD0TAxe70nb3ngk3sXF9Q,b'Uluh',chinese,152 2nd Ave,"{'latitude': 40.729354, 'longitude': -73.98665}",945,4.4,10003,2024-02-15T17:14:40.493501
DIwe3i_-OkvfKAHrNDGtSw,b'Red Sorghum \xe5\xa4\x9c\xe5\xae\xb4',chinese,28-03 Jackson Ave,"{'latitude': 40.74852, 'longitude': -73.93789}",45,4.5,11101,2024-02-15T17:14:40.493501
sRWRA4dcN_NR1JGpuRVouA,b'Nan Xiang Xiao Long Bao - Manhattan',chinese,24 W 33rd St,"{'latitude': 40.74822527534694, 'longitude': -73.9857786}",941,4.6,10001,2024-02-15T17:14:40.493501
iu1TLnNH13AdBDg_LmnuHQ,b'Lunar',chinese,12 E 37th St,"{'latitude': 40.74981466503257, 'longitude': -73.98231633276964}",13,4.6,10016,2024-02-15T17:14:40.493501
83zDAk03lFXkgImgkLhT9w,b'Chi Restaurant & Bar',chinese,492 9th Ave,"{'latitude': 40.75547, 'longitude': -73.99439}",127,4.3,10018,2024-02-15T17:14:40.493501
wfhMIiMh2A2psCGONOVSlg,b'Han Dynasty',chinese,90 3rd Ave,"{'latitude': 40.732072, 'longitude': -73.988074}",1374,3.9,10003,2024-02-15T17:14:40.493501
QaolMEijS7L6eodSneOdng,b'Tri Dim Shanghai West',chinese,467 Columbus Ave,"{'latitude': 40.78412, 'longitude': -73.97368}",243,4.1,10024,2024-02-15T17:14:40.493501
gNGxh97n0NZgYG1Q_no9Kg,b'Potluck Club',chinese,133 Chrystie St,"{'latitude': 40.719566, 'longitude': -73.993524}",330,4.4,10002,2024-02-15T17:14:40.493501
8YWLuLUKj0t_0_Xv06UUtw,"b""Ye's Apothecary""",chinese,119 Orchard St,"{'latitude': 40.71945, 'longitude': -73.9898}",530,4.5,10002,2024-02-15T17:14:40.493501
jc7lVTvmYMIK5RNpENtS6w,b'Szechuan Mountain House',chinese,23 St Marks Pl,"{'latitude': 40.72911, 'longitude': -73.98858}",725,4.3,10003,2024-02-15T17:14:40.493501
SSDOkx5enfRH3nsniS_2jA,b'5ive Spice',chinese,52 5th Ave,"{'latitude': 40.681442, 'longitude': -73.977241}",990,4.3,11217,2024-02-15T17:14:40.493501
E_Rxnmim6J2ECFtU0QGlsQ,b'Uncle Lou',chinese,73 Mulberry St,"{'latitude': 40.71623, 'longitude': -73.99925}",405,4.2,10013,2024-02-15T17:14:40.494490
BNaveJmi-OUGKG9sRfrIhA,b'Mr. Sun',chinese,48 W 48th St,"{'latitude': 40.75809, 'longitude': -73.98026}",278,4.3,10036,2024-02-15T17:14:40.494490
h0pRCiJDrCN7tm3VX5tILQ,b'CHILI',chinese,13 E 37th St,"{'latitude': 40.75002, 'longitude': -73.98215}",764,4.6,10016,2024-02-15T17:14:40.494490
Vbmv3T7hr_owVic5BQXs5w,b'Din Soup Dumplings',chinese,162 Montague St,"{'latitude': 40.694191, 'longitude': -73.992814}",225,4.5,11201,2024-02-15T17:14:40.494490
ICNwlgXTrvFrGvaScUp8Ew,b'For U',chinese,155 3rd Ave,"{'latitude': 40.73415, 'longitude': -73.98633}",40,4.9,10003,2024-02-15T17:14:40.494490
_keKJLEBW07bK7Jd6ikvAw,b'Hay Hay Roasted',chinese,167 1st Ave,"{'latitude': 40.72908, 'longitude': -73.98446}",31,4.5,10003,2024-02-15T17:14:40.494490
jLhKLKuNPMTzAMJgEY5DsQ,b'Monarch Restaurant',chinese,146 Metropolitan Ave,"{'latitude': 40.715895, 'longitude': -73.962271}",144,4.5,11249,2024-02-15T17:14:40.494490
4DInnPhOyvXFbYpUdO0SMQ,b'Antidote',chinese,66 S 2nd St,"{'latitude': 40.714186, 'longitude': -73.965493}",466,4.7,11249,2024-02-15T17:14:40.494490
U3j9A9PV4hBbqTkbtChE-w,b'Yao',chinese,213 Pearl St,"{'latitude': 40.70725, 'longitude': -74.00665}",6,4.2,10038,2024-02-15T17:14:40.494490
aWkekCYI9zNA6xDwYEtYpg,b'Golden Wuish The Duck House',chinese,6 Platt St,"{'latitude': 40.707324, 'longitude': -74.006407}",146,4.3,10038,2024-02-15T17:14:40.494490
WVsPyl-DGRu0O_rQYdIMVQ,b'The Best Sichuan',chinese,47 W 39th St,"{'latitude': 40.75266, 'longitude': -73.98459}",142,4.3,10018,2024-02-15T17:14:40.494490
M-odQWSEfsR2mVEw7nKG-g,b'Nyonya',chinese,199 Grand St,"{'latitude': 40.719116974367, 'longitude': -73.9968322948353}",2399,3.9,10013,2024-02-15T17:14:40.494490
afbl_jCNpomzJiDBdomb6g,b'Oceans New York',chinese,233 Park Ave S,"{'latitude': 40.737408, 'longitude': -73.987887}",231,4.6,10003,2024-02-15T17:14:40.494490
p4xNh2NAy85Br77XaomFOw,b'OOHU',chinese,128 W 36th St,"{'latitude': 40.751493955047785, 'longitude': -73.9883517}",46,4.6,10018,2024-02-15T17:14:40.494490
oe8GEFE4QLFAKt87y7zcgA,b'Very Fresh Noodles',chinese,409 W 15th St,"{'latitude': 40.74207, 'longitude': -74.00565}",1519,4.4,10011,2024-02-15T17:14:40.494490
BF5rzGE9OOTOUVH0pjHa5Q,b'Shanghai Villa',chinese,144 West 4th St,"{'latitude': 40.73135, 'longitude': -74.00048}",29,4.6,10012,2024-02-15T17:14:40.494490
vA2VEhW6S1ioX6tXtQdO9A,b'Lemongrass Brooklyn',chinese,156 Court St,"{'latitude': 40.688684, 'longitude': -73.993137}",1120,4.2,11201,2024-02-15T17:14:40.494490
jjJc_CrkB2HodEinB6cWww,b'LoveMama',chinese,174 2nd Ave,"{'latitude': 40.730408722512074, 'longitude': -73.98612673033213}",6653,4.3,10003,2024-02-15T17:14:40.494490
w4aW7geanPgny-dxsDNkMA,b'Moon Kee',chinese,2642 Broadway,"{'latitude': 40.7973721, 'longitude': -73.9694833}",38,4.3,10025,2024-02-15T17:14:40.494490
UK1oGbr8GU2rufpnJR4-HQ,"b""Joe's Home of Soup Dumplings""",chinese,7 E 48th St,"{'latitude': 40.75723, 'longitude': -73.97702}",583,4.5,10017,2024-02-15T17:14:40.494490
LpVbI-E9C-CSp7WhU5h2Iw,b'Fishmarket Restaurant',chinese,111 South St,"{'latitude': 40.70717, 'longitude': -74.00192}",643,4.4,10038,2024-02-15T17:14:40.494490
oJ6fy4fBv_3WskxH4NfNBg,b'Chef Huang Jian Bing & Peking Duck',chinese,635 2nd Ave,"{'latitude': 40.74531205210646, 'longitude': -73.9757772}",93,4.6,10016,2024-02-15T17:14:40.494490
bVkjBJlAIwKAj9Aw1KVWjA,b'Dim Sum Palace',chinese,334 W 46th St,"{'latitude': 40.76015, 'longitude': -73.9893699}",1749,4.1,10036,2024-02-15T17:14:40.494490
1jAB_uaI8-P_wSqOo2S3KQ,b'Mazu Szechuan',chinese,495 3rd Ave,"{'latitude': 40.745234, 'longitude': -73.97812}",135,4.5,10016,2024-02-15T17:14:40.494490
Q85ScF9s6vlS5_i453AFvg,b'Tangy Noodle',chinese,98 8th Ave,"{'latitude': 40.740203, 'longitude': -74.00193}",97,4.4,10011,2024-02-15T17:14:40.494490
SYFLyQAFRFoDURRWafeLKA,b'Lin & Daughters',chinese,181 West 4th St,"{'latitude': 40.73253, 'longitude': -74.00167}",74,4.6,10014,2024-02-15T17:14:40.494490
LT0yyLNM84EiJj9DL0rfHA,b'Hui Restaurant & Bar',chinese,314 E 70th St,"{'latitude': 40.76701, 'longitude': -73.95846}",300,4.3,10021,2024-02-15T17:14:40.494490
iSjPBJRiWqrgxW7ZM3CGig,b'Birds of a Feather',chinese,191 Grand St,"{'latitude': 40.71442, 'longitude': -73.960441}",651,4.2,11211,2024-02-15T17:14:40.494490
pVlKM-vyOJxfoJ9fwMDDfA,b'Sky Pavilion',chinese,325 W 42nd St,"{'latitude': 40.757968, 'longitude': -73.990862}",3,4.7,10036,2024-02-15T17:14:40.494490
SG13JvbIW-IpO3hgrTv5_Q,b'P\xc3\xbas\xc3\xb9',chinese,318 Bedford Ave,"{'latitude': 40.713636, 'longitude': -73.962177}",41,4.6,11249,2024-02-15T17:14:40.494490
Lp8vAE5nHSt5zbu-lSGK8A,b'Hop Lee Restaurant',chinese,16 Mott St,"{'latitude': 40.71422, 'longitude': -73.99864}",392,3.9,10013,2024-02-15T17:14:40.494490
R26zweQ8-xoZS7iHkXQOvw,b'Shanghai 21',chinese,21 Mott St,"{'latitude': 40.71441, 'longitude': -73.99902}",2015,4.1,10013,2024-02-15T17:14:40.494490
ejdQq4SvCv-qE7qSYhtVoA,b'Mama Lee - Williamsburg',chinese,66 Grand St,"{'latitude': 40.715591, 'longitude': -73.9649236}",46,4.4,11249,2024-02-15T17:14:40.494490
xq0cX_DgxiJMXwhmEl9kUA,b'Caf\xc3\xa9 China',chinese,59 W 37th St,"{'latitude': 40.75158498670787, 'longitude': -73.98582411501887}",1960,3.9,10018,2024-02-15T17:14:40.494490
IsL7iowOZXZ5i8G5RgQgRA,b'Dim Sum Palace',chinese,123 William St,"{'latitude': 40.709308, 'longitude': -74.007136}",31,3.8,10038,2024-02-15T17:14:40.494490
x0k5kFArHLijdY8-NEQ7Xg,b'Bengal Tiger Indian Food',indian,58 W 56th St,"{'latitude': 40.763167, 'longitude': -73.977131}",2368,4.5,10019,2024-02-15T17:14:41.258678
_7BGw3YFNOTzP1Www3zB7g,b'Mughlai Grill',indian,6 Clinton St,"{'latitude': 40.7210905, 'longitude': -73.9840446}",542,4.6,10002,2024-02-15T17:14:41.258678
Xqk91WuhMeYS4pedccUYgA,b'Gazab',indian,179 Essex St,"{'latitude': 40.72191, 'longitude': -73.98666}",277,4.4,10002,2024-02-15T17:14:41.258678
ByJBXa3HwPqw8eSPfDObkg,b'Mint Heights',indian,46 Henry St,"{'latitude': 40.699657772028765, 'longitude': -73.99217437260721}",124,4.5,11201,2024-02-15T17:14:41.258678
t6PzD4uzBOfyCLcd_lT8cQ,b'Sathi',indian,216 3rd Ave,"{'latitude': 40.73621, 'longitude': -73.98528}",319,4.7,10003,2024-02-15T17:14:41.258678
BXoW0AUDE7WZJcY-Vhqlbg,b'Indian Table',indian,234 Court St,"{'latitude': 40.6859591, 'longitude': -73.9941661}",221,4.3,11201,2024-02-15T17:14:41.258678
EKY8DwZVWpkgv6IWrepbWg,b'Namaste',indian,195 5th Ave,"{'latitude': 40.67673, 'longitude': -73.98009}",345,4.3,11217,2024-02-15T17:14:41.258678
7VIUu8ay754GoUYEpsmxOA,b'Jazba',indian,207 2nd Ave,"{'latitude': 40.731701, 'longitude': -73.98585}",100,4.4,10003,2024-02-15T17:14:41.258678
objNX6cuj1JyUijFjw21Qw,b'Bombay Bistro',indian,31 Cornelia St,"{'latitude': 40.73136, 'longitude': -74.00253}",282,4.4,10014,2024-02-15T17:14:41.258678
7DUPGtHqVZHJ3yIufbWLsg,b'Malai Marke Indian Cuisine',indian,318 E 6th St,"{'latitude': 40.726934, 'longitude': -73.98758}",658,4.0,10003,2024-02-15T17:14:41.258678
zyQpS4QrYYB0VKXf7JPUlQ,b'Atithi Indian Cuisine',indian,159 Grand St,"{'latitude': 40.714765, 'longitude': -73.961606}",227,4.7,11249,2024-02-15T17:14:41.258678
Txm8KtUh9Mn2E7980jTr5g,b'Dhamaka',indian,119 Delancey St,"{'latitude': 40.7180658, 'longitude': -73.9881304}",474,3.8,10002,2024-02-15T17:14:41.258678
CVpha6hKVu_r1lx6JxNIPg,b'Veeray da Dhaba',indian,222 1st Ave,"{'latitude': 40.730819, 'longitude': -73.982723}",114,4.5,10009,2024-02-15T17:14:41.258678
jf3JRaxUYU93x8LFU-8gkA,b'GupShup',indian,115 E18th St,"{'latitude': 40.7368831, 'longitude': -73.98762055398464}",733,4.0,10003,2024-02-15T17:14:41.258678
mHRu4KZXYM_RwyFXBGncsA,b'INDAY All Day',indian,658 Driggs Ave,"{'latitude': 40.71471, 'longitude': -73.95921}",63,4.4,11211,2024-02-15T17:14:41.258678
XLEdQl5s1bO5Iu43W_c96Q,b'Muna',indian,152 East 46th St,"{'latitude': 40.753509, 'longitude': -73.973515}",67,4.7,10017,2024-02-15T17:14:41.258678
ZZQkvnRoO5YfCAlOjd2heA,b'Diwali Indian Cuisine',indian,1221 Fulton St,"{'latitude': 40.680704, 'longitude': -73.952627}",3,5.0,11216,2024-02-15T17:14:41.258678
juAQ4DHCW_24LpV1T1JmBA,b'Patiala Indian Grill  & Bar',indian,240 W 35th St,"{'latitude': 40.752147, 'longitude': -73.991864}",20,4.4,10001,2024-02-15T17:14:41.258678
iXSuNKKUBIrBX7zUerlQDQ,b'Benares',indian,45 Murray St,"{'latitude': 40.71415, 'longitude': -74.009209}",660,4.0,10007,2024-02-15T17:14:41.258678
NKI1VvfXYluRjnq4S6yEuw,"b""Divya's Kitchen""",indian,25 1st Ave,"{'latitude': 40.7237699, 'longitude': -73.9884755125743}",492,4.5,10003,2024-02-15T17:14:41.258678
kS2CP48K66yL2TwIhUqy_A,b'Tamarind',indian,99 Hudson St,"{'latitude': 40.71909, 'longitude': -74.00892}",1146,3.9,10013,2024-02-15T17:14:41.258678
3hlAeWgSKAnSQ1tg8k8D8g,b'Alachi Masala',indian,488 Amsterdam Ave,"{'latitude': 40.78620473306449, 'longitude': -73.97648420341335}",287,3.9,10024,2024-02-15T17:14:41.258678
xWVHj2XNcxEg79Nkb5Zb6Q,b'Semma',indian,60 Greenwich Ave,"{'latitude': 40.736054206102615, 'longitude': -74.0005639}",413,4.1,10011,2024-02-15T17:14:41.258678
IysZ64t48AedrhWfz3WJGQ,b'Cloves Indian Cuisine',indian,66 Madison Ave,"{'latitude': 40.74367, 'longitude': -73.98612}",10,4.9,10016,2024-02-15T17:14:41.258678
iLjrQvbUYPj6NLkalyau0w,b'Hyderabadi Zaiqa',indian,366 W 52 St,"{'latitude': 40.76439568665357, 'longitude': -73.9876243}",48,4.8,10019,2024-02-15T17:14:41.258678
XKy4Cy4uNgO7rxhH4yFJQQ,b'Mughlai Indian Cuisine',indian,329 3rd Ave,"{'latitude': 40.7397599, 'longitude': -73.98226}",468,4.2,10010,2024-02-15T17:14:41.258678
MtZaEGCm6zdAV8W4TWlerQ,b'Masti Indian Grill & Chatt Bar',indian,184 Havemeyer St,"{'latitude': 40.710625, 'longitude': -73.9583}",129,4.6,11211,2024-02-15T17:14:41.258678
Q7wFlNr4OFU0eCJXcOmopg,"b""Bombay's Indian Restaurant""",indian,60 Pearl St,"{'latitude': 40.70344, 'longitude': -74.01109}",272,3.8,10004,2024-02-15T17:14:41.258678
FvnExtQHPfz_crDCBTQ1iQ,b'Mint Masala',indian,95 Macdougal St,"{'latitude': 40.729513, 'longitude': -74.001138}",350,4.2,10012,2024-02-15T17:14:41.258678
fCxjrytrEw_l9vGjSCzszg,b'Paisley',indian,429 Greenwich St,"{'latitude': 40.722387, 'longitude': -74.0095662}",109,4.3,10013,2024-02-15T17:14:41.258678
u1gdMF6vMCdwCilQ6vgyfw,b'Honest',indian,176 Bleecker St,"{'latitude': 40.72887, 'longitude': -74.00082}",59,4.3,10012,2024-02-15T17:14:41.258678
x-T3WaLPnbVrxc-ruzFhyQ,b'Mughlai Indian Cuisine',indian,120 Cedar St,"{'latitude': 40.70953534633694, 'longitude': -74.01278923745791}",60,4.4,10006,2024-02-15T17:14:41.259676
jYhbUh1TV7SCfPxjIhVpcg,b'Baar Baar',indian,13 E 1st St,"{'latitude': 40.7244378855031, 'longitude': -73.9915524}",1268,3.9,10003,2024-02-15T17:14:41.259676
rpzgv0Y6fIT6RcBsxFsrSg,b'Paratha Wala',indian,103-09 Metropolitan Ave,"{'latitude': 40.71044, 'longitude': -73.84942}",548,4.6,11375,2024-02-15T17:14:41.259676
ZwER8TyQH70ACI-nIG682g,b'Chote Miya',indian,55 Water St,"{'latitude': 40.7034194804375, 'longitude': -73.9916073158383}",55,4.0,11201,2024-02-15T17:14:41.259676
ZqOxAKVZEZTa4XS4zthp3Q,b'Bombay Grill',indian,1176 Bedford Ave,"{'latitude': 40.68395749161352, 'longitude': -73.9543181843268}",294,4.5,11216,2024-02-15T17:14:41.259676
1_pK5aQ47atF50oAKHADhA,b'Indian Accent',indian,123 W 56th St,"{'latitude': 40.7643344624229, 'longitude': -73.9787312885132}",735,4.3,10019,2024-02-15T17:14:41.259676
jvPYm9rYK-5ddnjU30Oz4Q,b'Avant Garden',indian,95 Avenue A,"{'latitude': 40.72567325788113, 'longitude': -73.98408189999999}",447,4.4,10009,2024-02-15T17:14:41.259676
HEs6llkn3wIP1ATXeIZQew,b'Pippali',indian,129 E 27th St,"{'latitude': 40.74233, 'longitude': -73.98331}",905,4.1,10016,2024-02-15T17:14:41.259676
jSMfV_e4Jh1DKoCnngOiQQ,b'Gulaabo',indian,250 W 47th St,"{'latitude': 40.759859, 'longitude': -73.986707}",54,4.0,10036,2024-02-15T17:14:41.259676
HFIu45xr93jqchnN1YVJeQ,b'Masalawala & Sons',indian,365 5th Ave,"{'latitude': 40.67148382626093, 'longitude': -73.9842655}",108,3.9,11215,2024-02-15T17:14:41.259676
0IFDnYf3bhqxJR6hVrG7Gw,b'Top Thai Vintage',indian,55 Carmine St,"{'latitude': 40.729907419973344, 'longitude': -74.00421380395268}",1205,4.5,10014,2024-02-15T17:14:41.259676
3rZwXDjkyDLAHNSdPUI5WA,b'Korai Kitchen',indian,576 Summit Ave,"{'latitude': 40.733896, 'longitude': -74.059151}",335,4.8,07306,2024-02-15T17:14:41.259676
7YJxZAvMxB-oVZfHAuvBmw,b'Lakruwana Restaurant',indian,668 Bay St,"{'latitude': 40.62571, 'longitude': -74.075373}",443,4.5,10304,2024-02-15T17:14:41.259676
z2VXX7wGl8XZ6_oo9W3koA,b'Patiala Indian Grill',indian,371 W 34th St,"{'latitude': 40.7534700430117, 'longitude': -73.99595067259492}",650,4.3,10001,2024-02-15T17:14:41.259676
GaxVczLK1qUuJHOP9VcFsQ,b'Ananda',indian,210 Thompson St,"{'latitude': 40.728724, 'longitude': -73.999147}",406,4.2,10012,2024-02-15T17:14:41.259676
ZRzG614HER-6fhZ3-MrEHw,b'TAGMO',indian,226 Front St,"{'latitude': 40.70762, 'longitude': -74.00214}",80,4.1,10038,2024-02-15T17:14:41.259676
SB4t6vWpxlVQAfCQ3oC1BQ,b'Curry Heights',indian,151 Remsen St,"{'latitude': 40.693685, 'longitude': -73.992154}",301,3.4,11201,2024-02-15T17:14:41.259676
9pMhRYYgV7E9L7pzECtJKA,b'The Drunken Munkey - UES',indian,338 E 92nd St,"{'latitude': 40.78098, 'longitude': -73.94751}",1385,4.3,10128,2024-02-15T17:14:41.259676
Gni26uzPdfkCSagKEcFP2g,b'Lore',indian,441 7th Ave,"{'latitude': 40.66316670737584, 'longitude': -73.9845233117843}",80,4.4,11215,2024-02-15T17:14:41.259676
WG639VkTjmK5dzydd1BBJA,b'Rubirosa',italian,235 Mulberry St,"{'latitude': 40.722766, 'longitude': -73.996233}",3288,4.3,10012,2024-02-15T17:14:41.966935
16ZnHpuaaBt92XWeJHCC5A,b'Olio e Pi\xc3\xb9',italian,3 Greenwich Ave,"{'latitude': 40.733798036104304, 'longitude': -73.99977392649927}",5301,4.5,10014,2024-02-15T17:14:41.966935
OCTiJwvjoK81WoDwsTkFvA,b'Paesano of Mulberry Street',italian,136 Mulberry St,"{'latitude': 40.718554, 'longitude': -73.997447}",1494,4.1,10013,2024-02-15T17:14:41.966935
ysqgdbSrezXgVwER2kQWKA,"b""Juliana's""",italian,19 Old Fulton St,"{'latitude': 40.70274718768062, 'longitude': -73.99343490196397}",2750,4.4,11201,2024-02-15T17:14:41.966935
rp8S7scxOkVVeG7dNneMGQ,"b""L'Artusi""",italian,228 W 10th St,"{'latitude': 40.73372, 'longitude': -74.00513}",2438,4.4,10014,2024-02-15T17:14:41.966935
ZFaIpks0AmQKdFvqYbj0QQ,b'Barbalu - Brooklyn',italian,68 Bergen St,"{'latitude': 40.68675727907743, 'longitude': -73.99101547782092}",94,4.4,11201,2024-02-15T17:14:41.966935
ePJlqiIhoVKIJW69IE53rg,b'Botte Brooklyn',italian,327 Gold St,"{'latitude': 40.69446, 'longitude': -73.98316}",86,4.3,11201,2024-02-15T17:14:41.966935
JFmWkslCGTeuwC_Yews4-Q,b'Carlotto',italian,100 E 19th St,"{'latitude': 40.7375, 'longitude': -73.98782}",42,4.4,10003,2024-02-15T17:14:41.966935
-Gc5sTFxoXM3Tiv_dkSJZg,"b""Cecconi's Dumbo""",italian,55 Water St,"{'latitude': 40.7033063330116, 'longitude': -73.9916549604523}",1100,3.5,11201,2024-02-15T17:14:41.966935
Sp-vnk-waTvKblG_88M4TA,b'Trapizzino',italian,144 Orchard St,"{'latitude': 40.72043, 'longitude': -73.98894}",322,4.4,10002,2024-02-15T17:14:41.966935
bww5kCyq87GanHAjXJ-OVA,b'Rosticceria Evelina',italian,455 Myrtle Ave,"{'latitude': 40.69345501272235, 'longitude': -73.96730191006134}",4,4.8,11205,2024-02-15T17:14:41.966935
qgY41g_eg0eNzewCXmKcaA,b'Lillo Cucina Italiana',italian,331 Henry St,"{'latitude': 40.69023, 'longitude': -73.99634}",222,4.8,11201,2024-02-15T17:14:41.966935
MphfKkYFEe0BDQ6hZ0A5fA,b'Gelso & Grand',italian,186 Grand St,"{'latitude': 40.71958, 'longitude': -73.99734}",1492,4.3,10013,2024-02-15T17:14:41.966935
qBGKigOGn_flCx1apxPzlA,b'Piccola Cucina Osteria',italian,196 Spring St,"{'latitude': 40.72503127956934, 'longitude': -74.0032820972858}",814,4.3,10012,2024-02-15T17:14:41.966935
RXCCofQw1EjTcSN0ZeXfRA,b'Risotteria Melotti NYC',italian,309 E 5th St,"{'latitude': 40.726673363853, 'longitude': -73.9880919456482}",401,4.4,10003,2024-02-15T17:14:41.966935
h37t9rA06Sr4EetJjKrfzw,b'Don Angie',italian,103 Greenwich Ave,"{'latitude': 40.73778, 'longitude': -74.00197}",845,4.5,10014,2024-02-15T17:14:41.966935
dEOv8_ivdHp85OK_TDQh_g,b'Da Andrea - Chelsea',italian,160 8th Ave,"{'latitude': 40.742041, 'longitude': -74.000467}",45,4.4,10011,2024-02-15T17:14:41.966935
Z-QmxQZAJEy5GXqA82Bemw,b'Da Toscano',italian,24 Minetta Ln,"{'latitude': 40.730508, 'longitude': -74.001238}",159,4.7,10012,2024-02-15T17:14:41.966935
mPHPVJ2-8mOR-lFHafrc6w,b'Evelina',italian,211 Dekalb Ave,"{'latitude': 40.689722, 'longitude': -73.971003}",391,4.4,11205,2024-02-15T17:14:41.966935
hSpZSqElyjHTfE4lQJ97Cg,b'Mareluna',italian,137 Sullivan St,"{'latitude': 40.726787, 'longitude': -74.001836}",98,4.5,10012,2024-02-15T17:14:41.966935
V-FCEicobl5Su-R7EVJQNA,b'La Lanterna Di Vittorio',italian,129 MacDougal St,"{'latitude': 40.73069, 'longitude': -74.00015}",1685,4.2,10012,2024-02-15T17:14:41.966935
4zw8vEJNc4mcHh2ARzj2gw,b'Osteria Brooklyn',italian,458 Myrtle Ave,"{'latitude': 40.693154, 'longitude': -73.967177}",266,4.4,11205,2024-02-15T17:14:41.966935
OWNmOq-TAsHjGcYdCVclSw,b'Osteria La Baia',italian,129 W 52nd St,"{'latitude': 40.76189587672743, 'longitude': -73.9806749}",132,4.4,10019,2024-02-15T17:14:41.966935
Vs8kQ4R381y27AH018gLpg,b'Supper',italian,156 E 2nd St,"{'latitude': 40.72290786539601, 'longitude': -73.98520720537888}",1502,3.9,10009,2024-02-15T17:14:41.966935
rFeNJtqgMWf2tWy-RB6jgg,b'Torrisi',italian,275 Mulberry St,"{'latitude': 40.72430313694441, 'longitude': -73.99543783926944}",158,4.6,10012,2024-02-15T17:14:41.966935
WAVszL8c2-JhQdFpUAxFBg,"b""Sartiano's""",italian,99 Prince St,"{'latitude': 40.72479646297092, 'longitude': -73.99865347261444}",54,4.4,10012,2024-02-15T17:14:41.966935
ZamvzoxEKiJEboO0ZUdogw,b'AMICI Ristorante',italian,165 Mulberry St,"{'latitude': 40.71981, 'longitude': -73.99722}",205,4.3,10013,2024-02-15T17:14:41.966935
dh5r9-SbN8xJ76XvnayWLQ,b'Giano Restaurant',italian,126 E 7th St,"{'latitude': 40.7262256596862, 'longitude': -73.9840574049125}",713,4.3,10009,2024-02-15T17:14:41.966935
a4WZUTKn90dOkeY38JHNjQ,b'Aurora',italian,70 Grand St,"{'latitude': 40.715621, 'longitude': -73.964757}",850,4.0,11249,2024-02-15T17:14:41.966935
s5nPO911cYB2chdwqSqT9g,b'La Nonna Ristorante & Bar',italian,184 Kent Ave,"{'latitude': 40.71848683628801, 'longitude': -73.96404187764361}",444,4.1,11249,2024-02-15T17:14:41.966935
DynFEEWtMX76qeqviUbOdA,b'Mille Nonne',italian,88 Essex St,"{'latitude': 40.717949, 'longitude': -73.988181}",66,4.7,10002,2024-02-15T17:14:41.966935
k5fd-RSdG4IuXnnGSQ5oOw,b'San Marzano Pasta Fresca',italian,117 Second Ave,"{'latitude': 40.727966, 'longitude': -73.988382}",1601,3.8,10003,2024-02-15T17:14:41.966935
nHMDOIX32dGbfpuNUwsLNQ,b'AlMar',italian,111 Front St,"{'latitude': 40.702662, 'longitude': -73.989177}",496,3.9,11201,2024-02-15T17:14:41.966935
DoSU8IPq-Py_YV3kYmXPfQ,b'Trattoria Trecolori',italian,254 West 47th St,"{'latitude': 40.759876, 'longitude': -73.986767}",2715,4.1,10036,2024-02-15T17:14:41.966935
hveuXFWS53S1wWpaK0nokw,b'Lupetto',italian,1123 Broadway,"{'latitude': 40.74332, 'longitude': -73.98924}",26,4.7,10010,2024-02-15T17:14:41.966935
0Tvwk0hvgaY0QVIsZGTZKQ,b'Antica Ristorante',italian,8 Stone St,"{'latitude': 40.7039355145338, 'longitude': -74.0121731758117}",573,4.3,10004,2024-02-15T17:14:41.966935
XQKUqU1vPvgnapxmmBI55Q,b'Maestro Pasta',italian,102 MacDougal St,"{'latitude': 40.72934, 'longitude': -74.00093}",98,4.3,10012,2024-02-15T17:14:41.966935
f8ipr8Wdy1_wHhw7JgNqPQ,b'Da Claudio',italian,21 Ann St,"{'latitude': 40.71087, 'longitude': -74.00753}",636,4.2,10038,2024-02-15T17:14:41.966935
9K0run3oObR0YT4jaOEvWg,"b""L'Angeletto""",italian,327 2nd Ave,"{'latitude': 40.73541417, 'longitude': -73.982956}",90,4.4,10003,2024-02-15T17:14:41.966935
CFR-HzVHKWRMpMAR3LAhzg,b'Montesacro Pinseria Brooklyn',italian,432 Union Ave,"{'latitude': 40.71338, 'longitude': -73.95136}",277,4.4,11211,2024-02-15T17:14:41.967933
yZJbealagfujEkgesAl2hA,b'Lupa',italian,170 Thompson St,"{'latitude': 40.7276, 'longitude': -74.000045}",1753,4.0,10012,2024-02-15T17:14:41.967933
